front,back,method,rx,cat,detail
乳癖,冲任失调,调摄冲任,二仙汤合四物汤,,多见于中年妇女。乳房肿块月经前加重，经后缓减，伴有腰酸乏力，神疲倦怠，月经失调，量少色淡，或闭经。舌淡，苔白，脉沉细
湿疮,湿热蕴肤,清热利湿止痒,龙胆泻肝汤合萆薢渗湿汤,,发病快，病程短，皮损有潮红、丘疱疹，灼热瘙痒无休，抓破渗液流脂水；伴心烦口渴，身热不扬，大便干，小便短赤；舌红，苔薄白或黄，脉滑或数
湿疮,脾虚湿蕴,健脾利湿止痒,除湿胃苓汤,,发病较缓，皮损潮红，丘疹，或丘疱疹少，瘙痒，抓后糜烂渗出，可见鳞屑；伴纳少，腹胀便溏，易疲乏；舌淡胖，苔白腻，脉濡缓
湿疮,血虚风燥,养血润肤，祛风止痒,当归饮子或四物消风饮,,病程久，反复发作，皮损色暗或色素沉着，或皮损粗糙肥厚，剧痒难忍，遇热或肥皂水烫洗后瘙痒加重；伴有口干不欲饮，纳差，腹胀；舌淡，苔白，脉弦细
痔,风热肠燥,清热凉血祛风,凉血地黄汤,内治,大便带血，滴血或喷射状出血，血色鲜红，大便秘结，或有肛门瘙痒，舌质红，苔薄黄，脉数
痔,湿热下注,清热利湿止血,脏连丸,内治,便血色鲜，量较多，肛内肿物外脱，可自行回纳，肛门灼热，重坠不适，苔黄腻，脉弦数
痔,气滞血瘀,清热利湿，行气活血,止痛如神汤,内治,肛内肿物脱出，甚或嵌顿，肛管紧缩，坠胀疼痛，甚则内有血栓形成，肛缘水肿，触痛明显，舌质红，苔白，脉弦细涩
痔,脾虚气陷,补中益气，升阳举陷,补中益气汤,内治,肛门松弛，内痔脱出不能自行回纳，需用手法还纳，便血色鲜或淡，伴头晕气短，面色少华，神疲自汗，纳少便溏等，舌淡，苔薄白，脉细弱
脱疽,寒湿阻络,温阳散寒，活血通络,阳和汤,,患趾（指）喜暖怕冷，麻木，酸胀疼痛，多走疼痛加剧，稍歇痛减，皮肤苍白，触之发凉，趺阳脉搏动减弱；舌淡，苔白腻，脉沉细
脱疽,血脉瘀阻,活血化瘀，通络止痛,桃红四物汤,,患趾（指）酸胀疼痛加重，夜难入寐，步履艰难，患趾（指）皮色暗红或紫暗，下垂时更甚，皮肤发凉干燥，肌肉萎缩，趺阳脉搏动消失；舌暗红或有瘀斑，苔薄白，脉弦涩
脱疽,湿热毒盛,清热利湿，活血化瘀,四妙勇安汤,,患肢剧痛，日轻夜重，局部肿胀，皮肤紫暗，浸淫蔓延，溃破腐烂，肉色不鲜，身热口干，便秘溲赤；舌红，苔黄腻，脉弦数
脱疽,热毒伤阴,清热解毒，养阴活血,顾步汤,,皮肤干燥，毫毛脱落，趾（指）甲增厚变形，肌肉萎缩，趾（指）呈干性坏疽，口干欲饮，便秘溲赤；舌红，苔黄，脉弦细数
脱疽,气阴两虚,益气养阴,黄芪鳖甲汤,,病程日久，坏死组织脱落后疮面久不愈合，肉芽暗红或淡而不鲜，倦怠乏力，口渴不欲饮，面色无华，形体消瘦，五心烦热；舌淡尖红，少苔，脉细无力
精癃,湿热下注,清热利湿，消癃通闭,八正散,,小便频数黄赤，尿道灼热或涩痛，排尿不畅，甚或点滴不通，小腹胀满，或大便干燥，口苦口黏；舌暗红，苔黄腻，脉滑数或弦数
精癃,脾肾气虚,补脾益气，温肾利尿,补中益气汤,,尿频，滴沥不畅，尿线细甚或夜间遗尿或尿闭不通，神疲乏力，纳谷不香，面色无华，便溏脱肛；舌淡，苔白，脉细无力
精癃,气滞血瘀,行气活血，通窍利尿,沉香散,,小便不畅，尿线变细或点滴而下，或尿道涩痛，闭塞不通，或小腹胀满隐痛，偶有血尿；舌质暗或有瘀点瘀斑，苔白或薄黄，脉弦或涩
精癃,肾阴亏虚,滋补肾阴，通窍利尿,知柏地黄丸,,小便频数不爽，尿少热赤，或闭塞不通，头晕耳鸣，腰膝酸软，五心烦热，大便秘结；舌红少津，苔少或黄，脉细数
精癃,肾阳不足,温补肾阳，通窍利尿,济生肾气丸,,小便频数，夜间尤甚，尿线变细，余沥不尽，尿程缩短，或点滴不爽，甚则尿闭不通，精神萎靡，面色无华，畏寒肢冷；舌质淡润，苔薄白，脉沉细
肠痈,瘀滞证,行气活血，通腑泄热,大黄牡丹汤合红藤煎剂,,转移性右下腹痛，呈持续性、进行性加剧，右下腹局限性压痛或拒按，伴恶心纳差，可有轻度发热；苔白腻，脉弦滑或弦紧
肠痈,湿热证,通腑泄热，解毒利湿透脓,复方大柴胡汤,,腹痛加剧，右下腹或全腹压痛、反跳痛，腹皮挛急，右下腹可摸及包块，壮热，纳呆，恶心呕吐，便秘或腹泻；舌红，苔黄腻，脉弦数或滑数
肠痈,热毒证,通腑排脓，养阴清热,大黄牡丹汤合透脓散,,腹痛剧烈，全腹压痛、反跳痛，腹皮挛急，高热不退，或恶寒发热，时时汗出，烦渴，恶心呕吐，腹胀，便秘或似痢不爽，舌红绛而干，苔黄厚干燥或黄糙，脉洪数或细数
崩漏,虚热证,养阴清热，固冲止血,上下相资汤,血热证,经血非时而下，量少淋沥，血色鲜红而质稠，心烦潮热，小便黄少，或大便结燥，舌质红，苔薄黄，脉细数
崩漏,实热证,清热凉血，止血调经,清热固经汤,血热证,经血非时暴下，或淋沥不净又时而增多，血色深红或鲜红，质稠，或有血块，唇红目赤，烦热口渴，或大便干结，小便黄，舌红苔黄，脉滑数
崩漏,肾阴虚,滋肾益阴，止血调经,左归丸合二至丸或滋阴固气汤,肾虚证,经乱无期，出血淋沥不净或量多，色鲜红，质稠，头晕耳鸣，腰膝酸软，或心烦，舌质偏红，苔少，脉细数
崩漏,肾阳虚,温肾固冲，止血调经,右归丸,肾虚证,经来无期，出血量多或淋沥不尽，色淡质清，畏寒肢冷，面色晦暗，腰腿酸软，小便清长，舌质淡，苔薄白，脉沉细
崩漏,肾气虚,补肾益气，固冲止血,加减苁蓉菟丝子丸,肾虚证,青春期少女或围绝经期妇女出血量多，势急如崩，或淋漓日久。色淡红或暗红，质清晰，面色晦暗，眼眶暗，小腹空坠，腰膝酸酸，舌质暗，苔白润，脉沉细。
崩漏,脾虚证,补气升阳，止血调经,举元煎合安冲汤,,经血非时而至，崩中暴下继而淋沥，血色淡而质薄，气短神疲，面色白，或面浮肢肿，手足不温，舌质淡，苔薄白，脉弱或沉细
崩漏,血瘀证,活血化瘀，止血调经,桃红四物汤,,经血非时而下，时下时止，或淋沥不净，色紫黑有块，或有小腹疼痛，舌质紫暗，苔薄白，脉涩或细弦
闭经,肾气亏虚,补肾益气调经,加减苁蓉菟丝子丸,,年逾十八尚未行经，或由月经后期量少逐渐发展至闭经，体质虚弱，腰酸腿软，头晕耳鸣，舌淡红，苔少，脉沉弱或细涩
闭经,气血虚弱,补气养血调经,人参养营汤或圣愈汤或八珍汤,,月经逐渐后延，量少，经色淡而质薄，继而停闭不行，或头晕眼花，或心悸气短，神疲肢软，或食欲不振，毛发不泽易脱落，羸瘦萎黄，脉沉缓或虚数，舌淡苔少或薄白
闭经,阴虚血燥,养阴清热调经,加减一阴煎或补肾地黄丸,,经血由少而渐至停闭，五心烦热，两颧潮红，交睫盗汗，或骨蒸劳热，或咳嗽唾血，舌红苔少，脉细数
闭经,气滞血瘀,理气活血，祛瘀通经,血府逐瘀汤,,月经数月不行，精神抑郁，烦躁易怒，胸胁胀满，少腹胀痛或拒按，舌边紫暗或有瘀点，脉沉弦或沉涩
闭经,痰湿阻滞,豁痰除湿，调气活血通经,苍附导痰丸或丹溪痰湿方,,月经停闭，形体肥胖，胸胁满闷，呕恶多痰，神疲倦怠，或面浮足肿，或带下量多色白，苔腻，脉滑
痛经,气滞血瘀,理气化瘀止痛,膈下逐瘀汤,,每于经前一二日或月经期小腹胀痛，拒按，或伴胸胁、乳房作胀，或经量小，或经行不畅，经色紫暗有块，血块排除后痛减，经净疼痛消失，舌紫暗或有瘀点，脉弦或弦滑
痛经,寒凝血瘀,温经暖宫，化瘀止痛,少腹逐瘀汤,,经期或经后小腹冷痛，喜按，得热则舒，经量少，经色暗淡，腰腿疲软，小便清长，脉沉，苔白润
痛经,湿热瘀阻,清热除湿，化瘀止痛,清热调血汤,,经前小腹疼痛拒按，有灼热感，或伴腰骶胀痛，或平时少腹时痛，经来疼痛加剧，低热起伏，经色暗红，质稠有块，带下黄稠，小便短黄，舌红苔黄而腻，脉弦数或濡数
痛经,气血虚弱,益气补血止痛,圣愈汤,,经后一二日或经期小腹隐隐作痛，或小腹及阴部空坠，喜揉按，月经量少色淡质薄，或神疲乏力，或面色不华，或纳少便溏，舌质淡，脉细弱
痛经,肾气亏虚,补肾益气止痛,益肾调经汤,,经行后一两日内小腹绵绵作痛，腰部酸胀，经色暗淡，量少，质稀薄，或有潮热，或耳鸣，脉细弱，苔薄白或薄黄
绝经前后诸证,肾阴虚,滋养肾阴，佐以潜阳,左归饮,,头晕耳鸣，头部面颊阵发性烘热、汗出，五心烦热，腰膝酸痛，或月经先期或先后不定，经色鲜红，量或多或少，或皮肤干燥瘙痒，口干，大便干结，尿少色黄，舌红少苔，脉细数
绝经前后诸证,肾阳虚,温肾扶阳，佐以温中健脾,右归丸合理中丸,,面色晦暗，精神萎靡，形寒肢冷，腰膝酸冷，纳呆腹胀，大便溏薄，或经行量多，或崩中暴下，色淡或暗 ，有块，面浮肢肿，夜尿多或尿频失禁，或带下清稀，舌淡或胖嫩，边有齿印，苔薄白，脉沉细无力
绝经前后诸证,肾阴阳俱虚,补肾扶阳，滋肾养血,二仙汤,,时而畏寒恶风，时而潮热汗出，腰酸乏力，头晕耳鸣，五心烦热，舌淡苔薄，脉沉细
带下病,脾虚,健脾益气，升阳除湿,完带汤,带下过多,带下色白或淡黄，质黏稠，无臭气，绵绵不断，面色白或萎黄，四肢不温，精神疲惫，纳少便溏，两足浮肿，舌淡苔白或腻，脉缓弱
带下病,肾虚,温肾培元，固涩止带,内补丸,带下过多,白带清冷，量多，质稀薄，终日淋沥不断，腰痛如折，小腹有冷感，小便频数清长，夜间尤甚，大便溏薄，舌质淡，苔薄白，脉沉迟
带下病,阴虚夹湿,益肾滋阴，清热止带,知柏地黄汤,带下过多,带下赤白，质稍粘无臭，阴部灼热，头目昏眩，或面部烘热，五心烦热，失眠多梦，便艰尿黄，舌红少苔，脉细略数
带下病,湿热下注,清利湿热,止带方,带下过多,带下量多，色黄或黄白，质黏稠，有臭气，胸闷口腻，纳食较差，或小腹作痛，或带下色白质黏如豆腐渣状，阴痒，小便黄少，舌苔黄腻或厚，脉濡略数
带下病,热毒炽盛,清热解毒,五味消毒饮,带下过多,带下量多，或赤白相兼，或五色杂下，质黏腻，或如脓样，有臭气，或腐臭难闻，小腹作痛，烦热口干，头昏晕，午后尤甚，大便干结或臭秽，小便黄少，舌红，苔黄干，脉数
带下病,肝肾亏损,滋补肝肾，养精益血,左归丸,带下过少,带下过少，甚至全无，阴部干涩灼痛，或伴阴痒，阴部萎缩，性交疼痛，头晕耳鸣，腰膝酸软，烘热汗出，烦热胸闷，夜寐不安，小便黄，大便干结，舌红少苔，脉细数或沉弦细
带下病,血枯瘀阻,补血益精，活血化瘀,小营煎,带下过少,带下过少甚至全无，阴中干涩，阴痒，或面色无华，头晕眼花，神疲乏力，或经行腹痛，经色紫暗，有血块，肌肤甲错，或下腹有包块，舌质暗，边有齿痕、瘀斑，脉细涩
胎漏胎动不安,肾虚,固肾安胎，佐以益气,寿胎丸,,妊娠期，阴道少量下血，色淡暗，腰酸腹坠痛，或伴头晕耳鸣，小便频数，夜尿多甚至失禁，或曾屡次堕胎，舌淡苔白，脉沉滑尺弱
胎漏胎动不安,气血虚弱,补气养血，固肾安胎,胎元饮,,妊娠期，阴道少量流血，色淡红，质稀薄，或腰腹胀痛或坠胀，伴神疲肢倦，面色白，心悸气短，舌质淡，苔薄白，脉细滑
胎漏胎动不安,血热,滋阴清热，养血安胎,保阴煎,,妊娠期，阴道下血，色鲜红，或腰腹坠胀作痛，伴心烦不安，手心烦热，口干咽燥，或有潮热，小便短黄，大便秘结，舌质红，苔黄而干，脉滑数
胎漏胎动不安,跌仆伤胎,补气和血，安胎,圣愈汤,,妊娠外伤，腰酸，腹胀坠，或阴道下血，脉滑无力
胎漏胎动不安,癥瘕伤胎,祛瘀消癥，固冲安胎,桂枝茯苓丸,,孕后阴道不时少量下血，色红或暗红，胸腹胀满，少腹拘急，甚则腰酸下坠，皮肤粗糙，口干不欲饮，舌暗红或边尖有瘀斑，苔白，脉沉弦或沉涩
产后发热,感染邪毒,清热解毒，凉血化瘀,解毒活血汤,,高热寒战，小腹疼痛拒按，恶露量多或少，色紫暗如败酱，有臭气，烦躁口渴，尿少色黄，大便燥结，舌红苔黄，脉数有力
产后发热,血瘀,活血化瘀,生化汤,,寒热时作，恶露不下，或下亦甚少，色暗有块，小腹疼痛据按，口干不欲饮，舌紫暗有瘀点，脉弦涩
产后发热,外感,养血祛风,荆防四物汤,,产后恶寒发热，头痛肢体疼痛，无汗或咳嗽流涕，舌苔薄白，脉浮
产后发热,血虚,补益气血,八珍汤,,产后失血过多，身有微热，自汗，头晕目眩，心悸少寐，腹痛绵绵，手足麻木，舌淡红，苔薄，脉虚微数
不孕症,肾阳虚,温肾补气养血，调补冲任,温胞饮或右归丸,肾虚,婚后不孕，月经后期，量少色淡，或月经稀发、闭经，面色晦暗，腰膝酸软，性欲淡漠，小便清长，大便不实，舌淡苔白，脉沉细或沉弱
不孕症,肾阴虚,滋阴养血，调冲益精,养精种玉汤,肾虚,婚后不孕，月经先期，量少色红，无血块，或月经尚正常，但形体消瘦，腰腿酸软，头晕眼花，心悸失眠，性情急躁，口干，五心烦热，午后低热，舌质偏红，苔少，脉细弱
不孕症,肝气郁结,疏肝解郁，养血理脾,开郁种玉汤,,多年不孕，经期先后不定，经来腹痛，行而不畅，量少色暗，有小血块，经前乳房胀痛，精神抑郁，烦躁易怒，舌质正常或暗红，苔薄白，脉弦
不孕症,痰湿内阻,燥湿化痰，理气调经,启宫丸,,婚后久不受孕，形体肥胖，经行延后，甚或闭经，带下量多，质黏稠，面色白，头晕心悸，胸闷泛恶，苔白腻，脉滑
不孕症,瘀滞胞宫,活血化瘀调经,少腹逐瘀汤,,婚后久不孕，月经后期量少，色紫暗，有血块，或痛经，平时少腹作痛，痛时拒按，舌质紫暗或边有紫点，脉细弦
癥瘕,气滞,行气导滞，活血消癥,香棱丸,,小腹胀满，积块不坚，推之可移，或上或下，痛无定处，苔薄润，脉沉弦
癥瘕,血瘀,活血散结，破瘀消癥,桂枝茯苓丸,,胞中积块坚硬，固定不移，疼痛拒按，面色晦暗，肌肤乏润，月经量多或经期延后，口干不欲饮，舌边有瘀点，脉沉涩
癥瘕,痰湿,理气化痰，破瘀消癥,开郁二陈汤,,下腹包块时或作痛，按之柔软，带下较多，色白质黏腻，形体畏寒，胸脘痞闷，小便不多，舌苔白腻，舌质暗紫，脉细濡或沉滑
肺炎喘嗽,风寒闭肺,辛温宣肺，化痰止咳,三拗汤,常证,恶寒发热，无汗，鼻塞流清涕，咳嗽气促，痰稀色白，舌淡红，苔薄白，脉浮紧，指纹浮红
肺炎喘嗽,风热闭肺,辛凉宣肺，化痰止咳,银翘散合麻杏石甘汤,常证,发热恶风，鼻塞流浊涕，咳嗽气促，痰稠色黄，咽红，舌质红，苔薄黄，脉浮数，指纹浮紫
肺炎喘嗽,痰热闭肺,清热涤痰，宣肺降逆,五虎汤合葶苈大枣泻肺汤,常证,壮热烦躁，咳嗽喘憋，气促鼻扇，喉间痰鸣，痰稠色黄，口唇紫绀，咽红肿，舌质红，苔黄，脉滑数，指纹紫滞、显于气关
肺炎喘嗽,毒热闭肺,清热解毒，泻肺开闭,黄连解毒汤合麻杏石甘汤,常证,壮热不退，咳嗽剧烈，气急喘憋，鼻翼扇动，鼻孔干燥，面赤唇红，烦躁口渴，或嗜睡，便秘，小便黄少，舌红少津，苔黄燥，脉滑数，指纹紫滞
肺炎喘嗽,阴虚肺热,养阴清肺，润肺止咳,沙参麦冬汤,常证,病程较长，低热盗汗，干咳少痰，面色潮红，手足心热，口干便秘，舌质红，苔少或花剥，脉细数，指纹淡紫
肺炎喘嗽,肺脾气虚,补肺益气，健脾化痰,人参五味子汤,常证,久咳，咳痰无力，痰多，面白少华，神疲乏力，动则汗出，易感冒，纳呆便溏，舌质淡红，苔薄白，脉细无力，指纹淡红
肺炎喘嗽,心阳虚衰,益气温阳，救逆固脱,参附龙牡救逆汤,变证,呼吸急促，烦躁不安，面色苍白，口唇发绀，四肢厥冷，胁下痞块，小便减少，舌质紫暗，苔白，脉细弱疾数，指纹紫滞，可达命关
肺炎喘嗽,邪陷厥阴,平肝息风，清心开窍,羚角钩藤汤合牛黄清心丸,变证,壮热不退，四肢抽搐，神昏谵语，口唇发绀，气促痰鸣，双目上视，舌红，苔黄，脉数，指纹青紫，可达命关
小儿泄泻,风寒泻,疏风散寒，化湿和中,藿香正气散,常证,大便清稀，夹有泡沫，臭气不甚，肠鸣腹痛，或伴恶寒发热，鼻流清涕，舌质淡，苔薄白，脉浮紧，指纹淡红
小儿泄泻,湿热泻,清肠解热，化湿止泻,葛根黄芩黄连汤,常证,大便水样，泻下急迫，量多次频，气味秽臭，或见少许黏液，肛周红赤，发热，烦躁口渴，恶心呕吐，小便短黄，舌质红，苔黄腻，脉滑数，指纹紫
小儿泄泻,伤食泻,消食化滞，和胃止泻,保和丸,常证,大便稀溏，夹有乳凝块或未消化食物残渣，大便酸臭或如败卵，脘腹胀满，腹痛欲泻，泻后痛减，嗳气酸馊，或有呕吐，不思乳食，夜卧不安，舌苔厚腻，脉滑数，指纹滞
小儿泄泻,脾虚泻,健脾益气，助运止泻,参苓白术散,常证,大便稀溏，色淡不臭，多于食后作泻，时轻时重，面色萎黄，食欲不振，神疲倦怠，舌淡苔白，脉细弱，指纹淡
小儿泄泻,脾肾阳虚泻,温补脾肾，固涩止泻,附子理中汤合四神丸,常证,久泻不愈，大便清稀，澄澈清冷，完谷不化，或伴脱肛，形寒肢冷，面白无华，精神萎靡，舌淡苔白，脉细弱，指纹色淡
小儿泄泻,肝郁脾虚,疏肝理气，运脾化湿,痛泻要方合四逆散,常证,大便稀溏或水样，情绪紧张或抑郁恼怒时加重，泻后痛减
小儿泄泻,气阴两伤,益气养阴,人参乌梅汤,变证,泻下过度，质稀如水，精神萎靡，目眶及囟门凹陷，皮肤干燥，啼哭无泪，口渴引饮，小便短少，甚至无尿，唇红而干，舌红少津，苔少或无苔，脉细数
小儿泄泻,阴竭阳脱,回阳固脱,参附龙牡救逆汤,变证,泻下不止，次频量多，精神萎靡，表情淡漠，哭声微弱，面色青灰或苍白，四肢厥冷，尿少无泪，舌淡无津，脉沉细欲绝
厌食症,脾失健运,运脾开胃,不换金正气散,,食欲不振，食而乏味，食量减少，或伴胸脘胀满，大便不调，形体正常，精神如常，舌淡红，苔薄白或薄腻，脉和缓
厌食症,脾胃气虚,健脾益气,异功散,,不思进食，食量减少，面色少华，形体偏瘦，大便溏薄，夹不消化食物，舌质淡，苔薄白，脉缓无力或指纹淡红
厌食症,脾胃阴虚,养阴和胃,益胃汤,,不思进食，食少饮多，皮肤失润，大便偏干，小便短黄，或烦躁少寐，手足心热，舌红少津，苔少或花剥，脉细数
水痘,邪伤肺卫,疏风清热，利湿解毒,银翘散,常证,发热轻微，或无热，鼻塞流涕，咳嗽，起病后1～2天出皮疹，疹色红润，疱浆清亮，根盘红晕，皮疹瘙痒，分布稀疏，此起彼伏，以躯干为多，舌苔薄白，脉浮数或指纹淡紫
水痘,邪炽气营,清气凉营，解毒化湿,清胃解毒汤,常证,壮热不退，烦躁不安，口渴欲饮，面红目赤，皮疹分布较密，疹色紫暗，疱浆混浊，大便干结，小便短黄，舌红或绛，苔黄糙而干，脉数有力。
水痘,邪陷心肝,清热解毒，镇惊息风,清瘟败毒饮,变证,高热不退，头痛呕吐，迷糊嗜睡，或昏迷抽搐，疱液稠浊，疹色紫暗，舌质红绛，舌苔黄厚，脉数有力
水痘,邪毒闭肺,清热解毒，开肺化痰,麻杏石甘汤,变证,高热不退，咳嗽气急，喘促鼻扇，喉间痰鸣，张口抬肩，口唇青紫，烦躁不安，口渴喜饮，舌质红，苔黄腻，脉滑数，指纹紫滞
痄腮,邪犯少阳,疏风清热，散结消肿,柴胡葛根汤,常证,轻微发热恶寒，一侧或两侧耳下腮部漫肿疼痛，咀嚼不便，或有头痛，咽红、纳少，舌质红，苔薄白或薄黄，脉浮数
痄腮,热毒壅盛,清热解毒，软坚散结,普济消毒饮,常证,高热，一侧或两侧耳下腮部肿胀疼痛，坚硬拒按，张口咀嚼困难，或有烦躁不安，口渴欲饮，头痛，咽红肿痛，颌下肿块胀痛，纳少，大便秘结，尿少而黄，舌质红，舌苔黄，脉滑数
痄腮,邪陷心肝,清热解毒，息风开窍,清瘟败毒饮,变证,高热，耳下腮部肿痛，坚硬拒按，神昏，嗜睡，项强，反复抽搐，头痛，呕吐，舌红，苔黄，脉弦数
痄腮,毒窜睾腹,清肝泻火，活血止痛,龙胆泻肝汤,变证,腮部肿胀消退后，一侧或双侧睾丸肿胀疼痛，或脘腹、少腹疼痛，痛时拒按，舌红，苔黄，脉数
